0.0000000000000000e+00	1.0000000000000000e+00
1.0000000000000000e-03	9.9999975000001551e-01
2.0000000000000000e-03	9.9999900000025010e-01
3.0000000000000001e-03	9.9999775000126556e-01
4.0000000000000001e-03	9.9999600000400024e-01
5.0000000000000001e-03	9.9999375000976565e-01
6.0000000000000001e-03	9.9999100002025010e-01
7.0000000000000001e-03	9.9998775003751561e-01
8.0000000000000002e-03	9.9998400006399990e-01
9.0000000000000011e-03	9.9997975010251561e-01
1.0000000000000002e-02	9.9997500015624952e-01
1.1000000000000003e-02	9.9996975022876478e-01
1.2000000000000004e-02	9.9996400032399879e-01
1.3000000000000005e-02	9.9995775044626367e-01
1.4000000000000005e-02	9.9995100060024678e-01
1.5000000000000006e-02	9.9994375079101061e-01
1.6000000000000007e-02	9.9993600102399260e-01
1.7000000000000008e-02	9.9992775130500533e-01
1.8000000000000009e-02	9.9991900164023539e-01
1.9000000000000010e-02	9.9990975203624544e-01
2.0000000000000011e-02	9.9990000249997224e-01
2.1000000000000012e-02	9.9988975303872829e-01
2.2000000000000013e-02	9.9987900366020055e-01
2.3000000000000013e-02	9.9986775437245146e-01
2.4000000000000014e-02	9.9985600518391704e-01
2.5000000000000015e-02	9.9984375610340948e-01
2.6000000000000016e-02	9.9983100714011597e-01
2.7000000000000017e-02	9.9981775830359743e-01
2.8000000000000018e-02	9.9980400960379079e-01
2.9000000000000019e-02	9.9978976105100714e-01
3.0000000000000020e-02	9.9977501265593371e-01
3.1000000000000021e-02	9.9975976442963033e-01
3.2000000000000021e-02	9.9974401638353383e-01
3.3000000000000022e-02	9.9972776852945500e-01
3.4000000000000023e-02	9.9971102087957964e-01
3.5000000000000024e-02	9.9969377344646770e-01
3.6000000000000025e-02	9.9967602624305529e-01
3.7000000000000026e-02	9.9965777928265176e-01
3.8000000000000027e-02	9.9963903257894315e-01
3.9000000000000028e-02	9.9961978614598812e-01
4.0000000000000029e-02	9.9960003999822244e-01
4.1000000000000029e-02	9.9957979415045417e-01
4.2000000000000030e-02	9.9955904861786793e-01
4.3000000000000031e-02	9.9953780341602227e-01
4.4000000000000032e-02	9.9951605856085057e-01
4.5000000000000033e-02	9.9949381406866178e-01
4.6000000000000034e-02	9.9947106995613810e-01
4.7000000000000035e-02	9.9944782624033723e-01
4.8000000000000036e-02	9.9942408293869189e-01
4.9000000000000037e-02	9.9939984006900862e-01
5.0000000000000037e-02	9.9937509764946852e-01
5.1000000000000038e-02	9.9934985569862866e-01
5.2000000000000039e-02	9.9932411423541967e-01
5.3000000000000040e-02	9.9929787327914577e-01
5.4000000000000041e-02	9.9927113284948899e-01
5.5000000000000042e-02	9.9924389296650196e-01
5.6000000000000043e-02	9.9921615365061500e-01
5.7000000000000044e-02	9.9918791492263059e-01
5.8000000000000045e-02	9.9915917680372779e-01
5.9000000000000045e-02	9.9912993931545935e-01
6.0000000000000046e-02	9.9910020247975129e-01
6.1000000000000047e-02	9.9906996631890577e-01
6.2000000000000048e-02	9.9903923085559843e-01
6.3000000000000042e-02	9.9900799611288038e-01
6.4000000000000043e-02	9.9897626211417578e-01
6.5000000000000044e-02	9.9894402888328404e-01
6.6000000000000045e-02	9.9891129644437848e-01
6.7000000000000046e-02	9.9887806482200669e-01
6.8000000000000047e-02	9.9884433404109196e-01
6.9000000000000047e-02	9.9881010412692950e-01
7.0000000000000048e-02	9.9877537510519088e-01
7.1000000000000049e-02	9.9874014700192082e-01
7.2000000000000050e-02	9.9870441984353864e-01
7.3000000000000051e-02	9.9866819365683801e-01
7.4000000000000052e-02	9.9863146846898598e-01
7.5000000000000053e-02	9.9859424430752464e-01
7.6000000000000054e-02	9.9855652120037053e-01
7.7000000000000055e-02	9.9851829917581281e-01
7.8000000000000055e-02	9.9847957826251632e-01
7.9000000000000056e-02	9.9844035848951940e-01
8.0000000000000057e-02	9.9840063988623351e-01
8.1000000000000058e-02	9.9836042248244605e-01
8.2000000000000059e-02	9.9831970630831646e-01
8.3000000000000060e-02	9.9827849139437963e-01
8.4000000000000061e-02	9.9823677777154363e-01
8.5000000000000062e-02	9.9819456547109076e-01
8.6000000000000063e-02	9.9815185452467681e-01
8.7000000000000063e-02	9.9810864496433216e-01
8.8000000000000064e-02	9.9806493682246000e-01
8.9000000000000065e-02	9.9802073013183867e-01
9.0000000000000066e-02	9.9797602492561910e-01
9.1000000000000067e-02	9.9793082123732668e-01
9.2000000000000068e-02	9.9788511910085997e-01
9.3000000000000069e-02	9.9783891855049167e-01
9.4000000000000070e-02	9.9779221962086861e-01
9.5000000000000070e-02	9.9774502234701024e-01
9.6000000000000071e-02	9.9769732676431011e-01
9.7000000000000072e-02	9.9764913290853596e-01
9.8000000000000073e-02	9.9760044081582744e-01
9.9000000000000074e-02	9.9755125052269944e-01
1.0000000000000007e-01	9.9750156206604013e-01
1.0100000000000008e-01	9.9745137548310969e-01
1.0200000000000008e-01	9.9740069081154359e-01
1.0300000000000008e-01	9.9734950808934975e-01
1.0400000000000008e-01	9.9729782735490935e-01
1.0500000000000008e-01	9.9724564864697718e-01
1.0600000000000008e-01	9.9719297200468127e-01
1.0700000000000008e-01	9.9713979746752335e-01
1.0800000000000008e-01	9.9708612507537819e-01
1.0900000000000008e-01	9.9703195486849294e-01
1.1000000000000008e-01	9.9697728688748866e-01
1.1100000000000008e-01	9.9692212117336021e-01
1.1200000000000009e-01	9.9686645776747396e-01
1.1300000000000009e-01	9.9681029671157118e-01
1.1400000000000009e-01	9.9675363804776429e-01
1.1500000000000009e-01	9.9669648181854065e-01
1.1600000000000009e-01	9.9663882806675852e-01
1.1700000000000009e-01	9.9658067683565099e-01
1.1800000000000009e-01	9.9652202816882329e-01
1.1900000000000009e-01	9.9646288211025347e-01
1.2000000000000009e-01	9.9640323870429159e-01
1.2100000000000009e-01	9.9634309799566190e-01
1.2200000000000009e-01	9.9628246002946108e-01
1.2300000000000010e-01	9.9622132485115822e-01
1.2400000000000010e-01	9.9615969250659497e-01
1.2500000000000008e-01	9.9609756304198505e-01
1.2600000000000008e-01	9.9603493650391695e-01
1.2700000000000009e-01	9.9597181293934911e-01
1.2800000000000009e-01	9.9590819239561401e-01
1.2900000000000009e-01	9.9584407492041693e-01
1.3000000000000009e-01	9.9577946056183397e-01
1.3100000000000009e-01	9.9571434936831527e-01
1.3200000000000009e-01	9.9564874138868165e-01
1.3300000000000009e-01	9.9558263667212876e-01
1.3400000000000009e-01	9.9551603526822208e-01
1.3500000000000009e-01	9.9544893722690031e-01
1.3600000000000009e-01	9.9538134259847455e-01
1.3700000000000009e-01	9.9531325143362803e-01
1.3800000000000009e-01	9.9524466378341536e-01
1.3900000000000010e-01	9.9517557969926385e-01
1.4000000000000010e-01	9.9510599923297316e-01
1.4100000000000010e-01	9.9503592243671390e-01
1.4200000000000010e-01	9.9496534936302949e-01
1.4300000000000010e-01	9.9489428006483560e-01
1.4400000000000010e-01	9.9482271459541827e-01
1.4500000000000010e-01	9.9475065300843690e-01
1.4600000000000010e-01	9.9467809535792151e-01
1.4700000000000010e-01	9.9460504169827435e-01
1.4800000000000010e-01	9.9453149208426939e-01
1.4900000000000010e-01	9.9445744657105228e-01
1.5000000000000011e-01	9.9438290521413997e-01
1.5100000000000011e-01	9.9430786806942106e-01
1.5200000000000011e-01	9.9423233519315612e-01
1.5300000000000011e-01	9.9415630664197618e-01
1.5400000000000011e-01	9.9407978247288420e-01
1.5500000000000011e-01	9.9400276274325494e-01
1.5600000000000011e-01	9.9392524751083355e-01
1.5700000000000011e-01	9.9384723683373721e-01
1.5800000000000011e-01	9.9376873077045391e-01
1.5900000000000011e-01	9.9368972937984301e-01
1.6000000000000011e-01	9.9361023272113425e-01
1.6100000000000012e-01	9.9353024085392949e-01
1.6200000000000012e-01	9.9344975383820122e-01
1.6300000000000012e-01	9.9336877173429272e-01
1.6400000000000012e-01	9.9328729460291831e-01
1.6500000000000012e-01	9.9320532250516291e-01
1.6600000000000012e-01	9.9312285550248214e-01
1.6700000000000012e-01	9.9303989365670353e-01
1.6800000000000012e-01	9.9295643703002334e-01
1.6900000000000012e-01	9.9287248568501096e-01
1.7000000000000012e-01	9.9278803968460416e-01
1.7100000000000012e-01	9.9270309909211196e-01
1.7200000000000013e-01	9.9261766397121454e-01
1.7300000000000013e-01	9.9253173438596176e-01
1.7400000000000013e-01	9.9244531040077422e-01
1.7500000000000013e-01	9.9235839208044274e-01
1.7600000000000013e-01	9.9227097949012810e-01
