4	1.38405e-05	2.91175e-06
16	2.77079e-05	2.76789e-06
36	4.88686e-05	4.33945e-06
64	7.55827e-05	7.14386e-06
324	0.000341367	9.70795e-06
1024	0.00126511	1.31337e-05
4096	0.00756182	3.64143e-05
16384	0.052238	0.000333209
