0.0000000000000000e+00	8.0000000000000004e-01	1.6000000000000001e+00	0.0000000000000000e+00	-9.1116053620423276e-01	1.3235394637957671e+00	8.8839463795767182e-02	1.6000000000000001e+00	2.4000000000000004e+00	0.0000000000000000e+00	-1.0444197318978836e+00	1.1902802681021163e+00	-4.4419731897883591e-02
1.0000000000000000e-02	7.8822321072408474e-01	1.6115512107240848e+00	8.8839463795767186e-04	-1.1776789275915343e+00	1.1551210724084655e+00	8.8839463795767182e-02	1.5904441973189789e+00	2.4118101973189794e+00	-4.4419731897883593e-04	-9.5558026810211638e-01	1.1810197318978835e+00	-4.4419731897883591e-02
2.0000000000000000e-02	7.7381729673475375e-01	1.6214270580798789e+00	1.7767892759153437e-03	-1.4405913989330947e+00	9.8758473557939974e-01	8.8839463795767182e-02	1.5817745462731625e+00	2.4235233790031248e+00	-8.8839463795767186e-04	-8.6696510458164600e-01	1.1713181684145328e+00	-4.4419731897883591e-02
2.9999999999999999e-02	7.5683926069709317e-01	1.6296564949067567e+00	2.6651839138730157e-03	-1.6978036037660587e+00	8.2294368268778173e-01	8.8839463795767182e-02	1.5739829779284455e+00	2.4351272737691447e+00	-1.3325919569365078e-03	-7.7915683447169681e-01	1.1603894766020171e+00	-4.4419731897883591e-02
4.0000000000000001e-02	7.3737050617905298e-01	1.6362915598538423e+00	3.5535785518306874e-03	-1.9468754518040199e+00	6.6350649470856826e-01	8.8839463795767182e-02	1.5670555837533926e+00	2.4466019979341236e+00	-1.7767892759153437e-03	-6.9273941750529722e-01	1.1474724164978816e+00	-4.4419731897883591e-02
5.0000000000000003e-02	7.1551662692561990e-01	1.6414063750473991e+00	4.4419731897883596e-03	-2.1853879253433046e+00	5.1148151935567121e-01	8.8839463795767182e-02	1.5609726186949611e+00	2.4579204322763877e+00	-2.2209865948941798e-03	-6.0829650584316264e-01	1.1318434342263979e+00	-4.4419731897883591e-02
5.9999999999999998e-02	6.9140705361772548e-01	1.6450957823340691e+00	5.3303678277460314e-03	-2.4109573307894459e+00	3.6894072866698902e-01	8.8839463795767182e-02	1.5557085347144608e+00	2.4690487154834524e+00	-2.6651839138730157e-03	-5.2640839805001916e-01	1.1128283207064809e+00	-4.4419731897883591e-02
7.0000000000000007e-02	6.6519451490510972e-01	1.6474736588037187e+00	6.2187624657037031e-03	-2.6212538712615725e+00	2.3778764696495375e-01	8.8839463795767182e-02	1.5512320600033873e+00	2.4799468396666269e+00	-3.1093812328518516e-03	-4.4764747110734759e-01	1.0898124183174569e+00	-4.4419731897883591e-02
8.0000000000000002e-02	6.3705426897787221e-01	1.6486709590219637e+00	7.1071571036613749e-03	-2.8140245927237504e+00	1.1973002182451226e-01	8.8839463795767182e-02	1.5475063388594197e+00	2.4905693314874489e+00	-3.5535785518306874e-03	-3.7257211439675936e-01	1.0622491820821895e+00	-4.4419731897883591e-02
8.9999999999999997e-02	6.0718306641981190e-01	1.6488335353156476e+00	7.9955517416190475e-03	-2.9871202558060261e+00	1.6257629368388038e-02	8.8839463795767182e-02	1.5444891453909537e+00	2.5008660014517279e+00	-3.9977758708095237e-03	-3.0171934684660096e-01	1.0296669964278853e+00	-4.4419731897883591e-02
1.0000000000000001e-01	5.7579781367862481e-01	1.6481197886915331e+00	8.8839463795767192e-03	-3.1385252741187046e+00	-7.1374662411460524e-02	8.8839463795767182e-02	1.5421331811887289e+00	2.5107827438031776e+00	-4.4419731897883596e-03	-2.3559642022247951e-01	9.9167423514496167e-01	-4.4419731897883591e-02
1.1000000000000000e-01	5.4313391791631216e-01	1.6466982019189926e+00	9.7723410175343910e-03	-3.2663895762312709e+00	-1.4215867725404552e-01	8.8839463795767182e-02	1.5403864633051907e+00	2.5202623700352547e+00	-4.8861705087671955e-03	-1.7467178835382355e-01	9.4796262320771596e-01	-4.4419731897883591e-02
1.2000000000000000e-01	5.0944330687747996e-01	1.6447448035197347e+00	1.0660735655492063e-02	-3.3690611038832152e+00	-1.9533983992579312e-01	8.8839463795767182e-02	1.5391928047711274e+00	2.5292454601403769e+00	-5.3303678277460314e-03	-1.1936585340632377e-01	8.9830901051221257e-01	-4.4419731897883591e-02
1.3000000000000000e-01	4.7499213046056965e-01	1.6424406074843689e+00	1.1549130293449734e-02	-3.4451176416910316e+00	-2.3041960353658875e-01	8.8839463795767182e-02	1.5384923858466288e+00	2.5376712171270306e+00	-5.7745651467248672e-03	-7.0041892449860810e-02	8.4257569866536208e-01	-4.4419731897883591e-02
1.4000000000000001e-01	4.4005816288960586e-01	1.6399690690433431e+00	1.2437524931407406e-02	-3.4933967570963800e+00	-2.4715384410258537e-01	8.8839463795767182e-02	1.5382224105400548e+00	2.5454783118757485e+00	-6.2187624657037031e-03	-2.6997530657412498e-02	7.8070947487178566e-01	-4.4419731897883591e-02
1.4999999999999999e-01	4.0492793507848579e-01	1.6375135922252726e+00	1.3325919569365078e-02	-3.5130227811120074e+00	-2.4554768180704323e-01	8.8839463795767182e-02	1.5383178398145061e+00	2.5526057069319563e+00	-6.6629597846825390e-03	9.5429274451264909e-03	7.1273950562080279e-01	-4.4419731897883591e-02
1.6000000000000000e-01	3.6989363558496324e-01	1.6352551205750492e+00	1.4214314207322750e-02	-3.5034299493522574e+00	-2.2584716502234120e-01	8.8839463795767182e-02	1.5387121904174945e+00	2.5589934492504955e+00	-7.1071571036613749e-03	3.9435060298852131e-02	6.3877423185394322e-01	-4.4419731897883591e-02
1.7000000000000001e-01	3.3524982535131920e-01	1.6333698384804449e+00	1.5102708845280421e-02	-3.4643810233644028e+00	-1.8852820946043061e-01	8.8839463795767182e-02	1.5393383864216892e+00	2.5645834231600597e+00	-7.5513544226402107e-03	6.2619600419461782e-02	5.5899739095641776e-01	-4.4419731897883591e-02
1.7999999999999999e-01	3.0129001628781260e-01	1.6320270071570164e+00	1.5991103483238095e-02	-3.3959809063506579e+00	-1.3428313234286016e-01	8.8839463795767182e-02	1.5401296493085903e+00	2.5693200558885239e+00	-7.9955517416190475e-03	7.9126288690107904e-02	4.7366327284639526e-01	-4.4419731897883591e-02
1.9000000000000000e-01	2.6830316684613054e-01	1.6313869564677086e+00	1.6879498121195768e-02	-3.2986849441682082e+00	-6.4005068930778605e-02	8.8839463795767182e-02	1.5410204116919508e+00	2.5731509688904777e+00	-8.4397490605978842e-03	8.9076238336048816e-02	3.8309130019536575e-01	-4.4419731897883591e-02
2.0000000000000001e-01	2.3657014927551662e-01	1.6315992513497837e+00	1.7767892759153442e-02	-3.1733017570613935e+00	2.1229488207503561e-02	8.8839463795767182e-02	1.5419472394838232e+00	2.5760275689699950e+00	-8.8839463795767210e-03	9.2682779187246531e-02	2.8766000795173940e-01	-4.4419731897883591e-02
2.0999999999999999e-01	2.0634766909345775e-01	1.6308305462318586e+00	1.8656287397111115e-02	-3.0222480182058851e+00	-7.6870511792496446e-02	8.8839463795767182e-02	1.5428740672756955e+00	2.5779231690495124e+00	-9.3281436985555577e-03	9.2682779187246531e-02	1.8956000795173938e-01	-4.4419731897883591e-02
2.2000000000000000e-01	1.7771675180158683e-01	1.6290808411139337e+00	1.9544682035068789e-02	-2.8630917291870932e+00	-1.7497051179249645e-01	8.8839463795767182e-02	1.5438008950675679e+00	2.5788377691290298e+00	-9.7723410175343944e-03	9.2682779187246531e-02	9.1460007951739378e-02	-4.4419731897883591e-02
2.3000000000000001e-01	1.5075415597239050e-01	1.6263501359960086e+00	2.0433076673026462e-02	-2.6962595829196325e+00	-2.7307051179249647e-01	8.8839463795767182e-02	1.5447277228594403e+00	2.5787713692085474e+00	-1.0216538336513231e-02	9.2682779187246531e-02	-6.6399920482606289e-03	-4.4419731897883591e-02
